passage_id,corpus,analysis_profile,analysis_reading,granularity,book,start_reference,end_reference,disputed_passage_ids_json,token_count
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_006~0dea0213eabff2ed766aafe95ed961b6b74e703bc8f81dc20d1428797170c97d,greek,edition_complete,source,clause,JHN,JHN 8:6,JHN 8:6,"[""pericope_adulterae""]",2
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~0c3f1a8edf16f84231b34b0868a50ab34c742454575ca57ea7fb23ac0cfd3156,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~a352e2586338e5d4446b1a5972e0afbe2f127785b956ccee2a0b57a8fb12ccb0,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~37f675f796153f363eb247bbb291ffd5c3604e72d17e1412d242fa5fe7380631,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~938aaedb9654cf56d630922869c4dbe7a00f07e9aa41ec88f35d40388d5a150b,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",2
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~188c13c838d3093296039b88966173944773871603486e41f09a9fcdd46919a7,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~bce40d7283543668ccaf153be45e9a8102e5faeaaee2163d01917efb8bb94ea1,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",3
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_007~27c57a71b8300362153f609e4ffcd651e76afd36754dd396c5541c0c3f0a9cc0,greek,edition_complete,source,clause,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",9
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_008~cb2e662204613e6e9c24bb765f1686202f76920cbb17440f39cc3ebfaf4ae4c5,greek,edition_complete,source,clause,JHN,JHN 8:8,JHN 8:8,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_008~375c5c210477be150df0cfd0238f9256b7347851ff7ae7aaa2d22fdda8dec8f4,greek,edition_complete,source,clause,JHN,JHN 8:8,JHN 8:8,"[""pericope_adulterae""]",3
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_008~bb5f186109756985196ceeb50ca5468196907920c54919851a31674e23e1d278,greek,edition_complete,source,clause,JHN,JHN 8:8,JHN 8:8,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~24195cdb355d4eed4e0e9ec7cae3af5428d3d7ccc3e26f8515c7e84dd472edff,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~515f90abb778a741acdbe87af895b2f5bc26ed86a9cb0473a8e579f11f2b682d,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~d22d24c148e56b53b26d936133308fd40c0452af8fd9fe5a5da3cb8c299b9570,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~44f93645315ec4579bbede486e8d72249e64c846e8ce684ef9213f7f90f39b3a,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~e370aa391413a87f6a8e720ff7f52eb8b31fbc6baf800d677a5d01e110a2f52d,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~4d7ce9ed37651f00f9bd52c3f718f33d7fbf77ce6178de14a2d2a16c1e4fb3c3,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",7
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~2b501286cf35df436c364c91b63536918f8c54578118af3e5c63e3c7a5e4f868,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~3c2878f8476af3e868ec26b460823926d0b4277e109fdf197e57068b22a6a2fb,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~c34329bf765476f7964b8d9d4019bbeb378f287f964d23f2a61b6a08a6436951,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_009~18428da274fc35b54e39dabc70fcdb6e5edc40ae659d6d3e84947b95b95c7b0c,greek,edition_complete,source,clause,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",5
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~c7b7a539e75bcdcd3fe41c0e701af6c2c0d6e444fe0179ea7dd67a02269ed745,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~a635b38cc865173fd68ecd4b389d448550131ef22ac1f7c1ce8db9944d446f3e,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~7adad98b135edc26cc7b5ffe296c4a42daf13be6cab515281abd0ac4d4caffc8,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~4c94277d758d19883a88fe87e7910afb8aacb3f791c5dd4695dcd4c5144d9656,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~4b8a550b634f9e537a07475c9ec13359319148e49ca843fbf79a1cc6d7e142b3,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",5
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~70087c147dce49251a0c95cb177b95bf1107e8a5293e5adc0a177689503239ba,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",2
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~c23a6ee6ffd064082e32da0630401d9b3525360839967619b2f4879a7165e986,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",6
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_010~95b028ac575ed093964859501c8c305abead39b8dd829d924a0222b268a37564,greek,edition_complete,source,clause,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",3
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~2c36894dfd0191aab4b0df11ce735dcc7b2bcbcbf80869846edf345964c36439,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",2
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~8748bc1d9c6541b74c5a93fd97d8141ae1a38b193a5ca3feed2bfee771a46d59,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~faff8c4cca621080eeee339eeb1eb081267b1509d9b0b1d23d66f7ac3032b981,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~51936a9d5acbd7d7e706035745b94a7b11df54fc8d5039e3edc1ce540136e810,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~8ba6476fb8c559eb3de7cdd7126419d5cb55fe626cb1327cc2b112f667a88d20,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~ce299a67d7812138e0167e1b37007f6214e0af25b22cd8b7de83f82c6eeb5def,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~84f6afc3a4d3f997787736c8b09f458d00f7a2e291b04c2d9410c7febe9b7589,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~11f5f4904ab2c7d039a1a3727e2b2b7108f9a02fb6398c83eb1a2e3963e022a9,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~75e6441c944ba57f55332b70f1f3193451b8f6f805e4da01870131a1373f62ff,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",1
P_GNT_EDITION_COMPLETE_SOURCE_CLAUSE_JHN_008_011~760820b6995e24578560744ae14db65c576472ec4d4712a707293d2dc23828f2,greek,edition_complete,source,clause,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",2
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_005_MRK_016_009~7670442110146ed433d3f6860c91d55c2c830b3357b9016bd23dc00eea0607bc,greek,edition_complete,source,five_verse,MRK,MRK 16:5,MRK 16:9,"[""mark_longer_ending""]",92
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_006_MRK_016_010~e4c2d5755194f1ed4502385d8a815aa89db2f96bf7a31f6b8e699bd510926222,greek,edition_complete,source,five_verse,MRK,MRK 16:6,MRK 16:10,"[""mark_longer_ending""]",86
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_007_MRK_016_011~9be6d18dae6d8c644d833a5b75550c7fe6a74f949af306715813bb940cd2da57,greek,edition_complete,source,five_verse,MRK,MRK 16:7,MRK 16:11,"[""mark_longer_ending""]",73
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_008_MRK_016_012~b5f26659e84fb5aa049bbad50cafab6a7cb522609682246b5b0d5f6f89deedd6,greek,edition_complete,source,five_verse,MRK,MRK 16:8,MRK 16:12,"[""mark_longer_ending""]",66
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_009_MRK_016_013~8ccf2d6cbf90a6b8126c0a0e8266593c3d908c472a50d25d5a92bae356c69577,greek,edition_complete,source,five_verse,MRK,MRK 16:9,MRK 16:13,"[""mark_longer_ending""]",56
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_010_MRK_016_014~69c63c7f6428b3f23dab33f7e6c324b561ae49749e4ae4e5d05f6735b32ca083,greek,edition_complete,source,five_verse,MRK,MRK 16:10,MRK 16:14,"[""mark_longer_ending""]",62
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_011_MRK_016_015~5da2243ddbca3260dfd367d2cc48f3420be67e444664ac6a68a00f96fc7adfd2,greek,edition_complete,source,five_verse,MRK,MRK 16:11,MRK 16:15,"[""mark_longer_ending""]",66
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_012_MRK_016_016~76bfe0f4737ac7e3e34649719f92f3b3a441e56773aebea38f4c64f122da1e93,greek,edition_complete,source,five_verse,MRK,MRK 16:12,MRK 16:16,"[""mark_longer_ending""]",66
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_013_MRK_016_017~e35cc30b1fa6349206286d90423f9074106ea7aa5bf04fcb0f8ac9b6a4572bf1,greek,edition_complete,source,five_verse,MRK,MRK 16:13,MRK 16:17,"[""mark_longer_ending""]",67
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_014_MRK_016_018~29b904742427e9bd526088832d03791dbd3534371d6262f522dc066ba7bff53d,greek,edition_complete,source,five_verse,MRK,MRK 16:14,MRK 16:18,"[""mark_longer_ending""]",76
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_015_MRK_016_019~c601937ca80c6610f107e03c8d6db43683f926a62ad43271b837ff19281238f3,greek,edition_complete,source,five_verse,MRK,MRK 16:15,MRK 16:19,"[""mark_longer_ending""]",74
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_MRK_016_016_MRK_016_020~a14c5d242e658ca87c2b68d01d2b857e0102eef3f4a2270bb89ab041072f00d9,greek,edition_complete,source,five_verse,MRK,MRK 16:16,MRK 16:20,"[""mark_longer_ending""]",76
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_007_049_JHN_007_053~6f3588fb0c79b8e09316e7449260413b9953c017084436cc1c293e0c489c3694,greek,edition_complete,source,five_verse,JHN,JHN 7:49,JHN 7:53,"[""pericope_adulterae""]",69
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_007_050_JHN_008_001~d468330c9fe85b3805de815695bcbc9db3f2c901c9530876f0dad2a8ae5bc378,greek,edition_complete,source,five_verse,JHN,JHN 7:50,JHN 8:1,"[""pericope_adulterae""]",66
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_007_051_JHN_008_002~7b5c706562a887ee5388e0c4c29a19891673269f59b5c8ba62ad4e1a28f65ec7,greek,edition_complete,source,five_verse,JHN,JHN 7:51,JHN 8:2,"[""pericope_adulterae""]",71
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_007_052_JHN_008_003~4b034c8b703dc01492f0964d8c63d04a608b9e39e777a7b5ac0c4c3da247bdd5,greek,edition_complete,source,five_verse,JHN,JHN 7:52,JHN 8:3,"[""pericope_adulterae""]",72
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_007_053_JHN_008_004~6504639a139d9447863bf83dc3dea21c77d33a5f46112fb2159843aac7bfd6d7,greek,edition_complete,source,five_verse,JHN,JHN 7:53,JHN 8:4,"[""pericope_adulterae""]",60
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_001_JHN_008_005~fbf5fb16f6d204cb4783201ca47b16e40424567d694a989d27af3da8b1f38d8f,greek,edition_complete,source,five_verse,JHN,JHN 8:1,JHN 8:5,"[""pericope_adulterae""]",67
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_002_JHN_008_006~5bc7e768746923a80a41310c1bc259be44fa1582994a4bd805e3bac721d61158,greek,edition_complete,source,five_verse,JHN,JHN 8:2,JHN 8:6,"[""pericope_adulterae""]",79
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_003_JHN_008_007~86eb20884e58eab25f19c736c8fd73e35aadaed12f751aec1344afe52d8652cd,greek,edition_complete,source,five_verse,JHN,JHN 8:3,JHN 8:7,"[""pericope_adulterae""]",79
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_004_JHN_008_008~bd9661fc83b02a45f6fa24a890e7a9f0ce2a9be4e1a0f4a9c8ba3ecad71f4c5e,greek,edition_complete,source,five_verse,JHN,JHN 8:4,JHN 8:8,"[""pericope_adulterae""]",69
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_005_JHN_008_009~e243eb34d474facb92bff99166df99e4f75a7b70a8acac2cc74ccd6db09bbff4,greek,edition_complete,source,five_verse,JHN,JHN 8:5,JHN 8:9,"[""pericope_adulterae""]",89
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_006_JHN_008_010~58d684cc17c95d860051fcfb1182c2cac3dfc3a1c8e79561d88eb09e60196b28,greek,edition_complete,source,five_verse,JHN,JHN 8:6,JHN 8:10,"[""pericope_adulterae""]",98
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_007_JHN_008_011~598028acd3aa04ef37991bdc9d0cd48b7bc67f78cddb039d45b9e7771b861fa5,greek,edition_complete,source,five_verse,JHN,JHN 8:7,JHN 8:11,"[""pericope_adulterae""]",96
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_008_JHN_008_012~0e1e8eeefd8832bf9fb6a9a8854aac7e00248085ebc745ba349da25fae1a18fc,greek,edition_complete,source,five_verse,JHN,JHN 8:8,JHN 8:12,"[""pericope_adulterae""]",106
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_009_JHN_008_013~5ca54583fac1b24af3765c4c1906dae27609c2b45bc9ce4f7f915442e433d9f5,greek,edition_complete,source,five_verse,JHN,JHN 8:9,JHN 8:13,"[""pericope_adulterae""]",113
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_010_JHN_008_014~050f838c1555a8ee82bb427693ff57c2104d67945cb63cbf8607d05c98d0bd8a,greek,edition_complete,source,five_verse,JHN,JHN 8:10,JHN 8:14,"[""pericope_adulterae""]",115
P_GNT_EDITION_COMPLETE_SOURCE_FIVE_VERSE_JHN_008_011_JHN_008_015~8ab6aba8b49b742e4cead5af710ed8591dfdb9af6a91ad568f20852cf30547f0,greek,edition_complete,source,five_verse,JHN,JHN 8:11,JHN 8:15,"[""pericope_adulterae""]",101
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_009~80d24b5e838c02e6ac4c6e129469e210b7d514e2db6e5c89b6a8a862a931b41c,greek,edition_complete,source,sentence,MRK,MRK 16:9,MRK 16:9,"[""mark_longer_ending""]",15
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_010~0440386d004b42c9fafbb50d1b7c0c3464ffe988d9d9258ca025643a9b286bb6,greek,edition_complete,source,sentence,MRK,MRK 16:10,MRK 16:10,"[""mark_longer_ending""]",10
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_011~9ebe6c00a67219539c129ef4c4d80d6abb8709e6ed743c22b42a075f0fdddcad,greek,edition_complete,source,sentence,MRK,MRK 16:11,MRK 16:11,"[""mark_longer_ending""]",9
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_012~9a5205e0d8fc7c97a252e54eb33bcc2e2a5f70b33e34398f8389af10327cbcb8,greek,edition_complete,source,sentence,MRK,MRK 16:12,MRK 16:12,"[""mark_longer_ending""]",14
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_013~ff3a4838bcc27e4b53a79d32de22097a042fd9d5c0376e4bb5176e9e59e27da5,greek,edition_complete,source,sentence,MRK,MRK 16:13,MRK 16:13,"[""mark_longer_ending""]",8
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_014~706820bc12140113cc30810147aeb24ee26aa705744a1d8b5bcf727e5e2a4cfa,greek,edition_complete,source,sentence,MRK,MRK 16:14,MRK 16:14,"[""mark_longer_ending""]",21
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_015~0e4fd8a276fb967ad15838696bf603970c04ef91ebc4f0973d9761b7900a7628,greek,edition_complete,source,sentence,MRK,MRK 16:15,MRK 16:15,"[""mark_longer_ending""]",14
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_016~2afda1a2223298047182e9008155f029799bb707ddd54b8d9e3119eca897ddd3,greek,edition_complete,source,sentence,MRK,MRK 16:16,MRK 16:16,"[""mark_longer_ending""]",9
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_017~87c855a94e89558eaddf127ba6521144fa326d165e9f9dfb200d4808b0530ae5,greek,edition_complete,source,sentence,MRK,MRK 16:17,MRK 16:17,"[""mark_longer_ending""]",6
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_017_MRK_016_018~313418ff75cb679ca1aac3c5fe92b3d6dc2466b7836392c2f4a5b462b7401dea,greek,edition_complete,source,sentence,MRK,MRK 16:17,MRK 16:18,"[""mark_longer_ending""]",26
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_019_MRK_016_020~361eaca4caeb8d4a8b9ae1e4776e34e26e9f1378a6d5ee3c7b5b37e7af56c61c,greek,edition_complete,source,sentence,MRK,MRK 16:19,MRK 16:20,"[""mark_longer_ending""]",35
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_099~4ba46211ab0c81a1e33e704455b9adc8d5fa36c65a5d5207a19d573c926ecf54,greek,edition_complete,source,sentence,MRK,MRK 16:99,MRK 16:99,"[""mark_alternate_ending""]",10
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_MRK_016_099~06c3e2ac604f9a141989aa98bc73d52b4865d88f639435cb7f5e8d2f769cd179,greek,edition_complete,source,sentence,MRK,MRK 16:99,MRK 16:99,"[""mark_alternate_ending""]",23
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_007_053~f81a5360dcb03170279669674fff0788cf15d56ff19b3d556a7e1d0e5ea77469,greek,edition_complete,source,sentence,JHN,JHN 7:53,JHN 7:53,"[""pericope_adulterae""]",7
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_001~1436c557efd6934a37acb1ae82052efd11aee147249b7d50114d014543d0793e,greek,edition_complete,source,sentence,JHN,JHN 8:1,JHN 8:1,"[""pericope_adulterae""]",8
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_002~1e0c0d7e5f39ce594b1f4e70b9084b1c134a2d0519c2de84a295704016ffe17a,greek,edition_complete,source,sentence,JHN,JHN 8:2,JHN 8:2,"[""pericope_adulterae""]",18
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_003_JHN_008_004~01b09c417c2551b323454dd2aec95f48787e7ba0e8e70c3ad8053aed69b52eca,greek,edition_complete,source,sentence,JHN,JHN 8:3,JHN 8:4,"[""pericope_adulterae""]",27
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_005~a06a8646f1accb20ab713c01a9445670f952eab06345794974bc89371982c716,greek,edition_complete,source,sentence,JHN,JHN 8:5,JHN 8:5,"[""pericope_adulterae""]",10
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_005~6a3c8aab2ff85c5b3e83e3dddb733e080ce980b7b16477e0f1f2995280a6ce33,greek,edition_complete,source,sentence,JHN,JHN 8:5,JHN 8:5,"[""pericope_adulterae""]",4
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_006~94e92bc935d8a39eb45eee51359f65750db9199ff9b966f228e6c5aa0b9592d2,greek,edition_complete,source,sentence,JHN,JHN 8:6,JHN 8:6,"[""pericope_adulterae""]",9
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_006~3eae3cef93d8256ae6e48479c1f3c1cb26d92bfcfc381722ce34faeb1c8d60f2,greek,edition_complete,source,sentence,JHN,JHN 8:6,JHN 8:6,"[""pericope_adulterae""]",11
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_007~33af4be3159be9163fa671646f7c83f85a180f06ad31f11c2bffa53010a744db,greek,edition_complete,source,sentence,JHN,JHN 8:7,JHN 8:7,"[""pericope_adulterae""]",18
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_008~c5ba986ba4ca61b4d59e5e71f157560843f4065aa1dc8cb15a9d878530917cbf,greek,edition_complete,source,sentence,JHN,JHN 8:8,JHN 8:8,"[""pericope_adulterae""]",8
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_009~60d20a016626d2f8c1966f98bb22cf3ad9003f5e7e905e4caea41a18b72f31b1,greek,edition_complete,source,sentence,JHN,JHN 8:9,JHN 8:9,"[""pericope_adulterae""]",29
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_010~87f8da386ae1ba7e1b19bb6f1d647ead3dbcd0d16ee3af8808888a94817ddac9,greek,edition_complete,source,sentence,JHN,JHN 8:10,JHN 8:10,"[""pericope_adulterae""]",23
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_011~e4c3bd974e29c83341a57962667b95d83df51c64be119e8c3b6d91cab40d3b3b,greek,edition_complete,source,sentence,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",5
P_GNT_EDITION_COMPLETE_SOURCE_SENTENCE_JHN_008_011~52a85bcc3456bd35fa56f8362eecebddf5d09dc67568758bafaeda8386814521,greek,edition_complete,source,sentence,JHN,JHN 8:11,JHN 8:11,"[""pericope_adulterae""]",13
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_008_MRK_016_009~bcc9785c2d0d5f373fc00a5a579a1bcc03e42293f3045a57a99b6e2aa2a2b812,greek,edition_complete,source,two_verse,MRK,MRK 16:8,MRK 16:9,"[""mark_longer_ending""]",33
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_009_MRK_016_010~3cec2218511e3bdc608a8680e0fb046da3481c6d45fa74b563f5faa07c4ff657,greek,edition_complete,source,two_verse,MRK,MRK 16:9,MRK 16:10,"[""mark_longer_ending""]",25
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_010_MRK_016_011~4c2e773987d00d9aedb2dbaaf1aca4aea630bf67a77254ce0562047f55728b09,greek,edition_complete,source,two_verse,MRK,MRK 16:10,MRK 16:11,"[""mark_longer_ending""]",19
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_011_MRK_016_012~3835f0f1d3a492fce9785107a05696c804795c5c7d4c9df491b46c497816c43d,greek,edition_complete,source,two_verse,MRK,MRK 16:11,MRK 16:12,"[""mark_longer_ending""]",23
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_012_MRK_016_013~fdafde45c3c9132a69fda36304d31d8728f40352cf123f6593fd4337a261a0d4,greek,edition_complete,source,two_verse,MRK,MRK 16:12,MRK 16:13,"[""mark_longer_ending""]",22
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_013_MRK_016_014~33cc03a866164e549700c80de80a7138a3a52755c5aa4e8ce9c753a70a079ded,greek,edition_complete,source,two_verse,MRK,MRK 16:13,MRK 16:14,"[""mark_longer_ending""]",29
P_GNT_EDITION_COMPLETE_SOURCE_TWO_VERSE_MRK_016_014_MRK_016_015~744bd2990e89ea856a20ef44c5291fa7f7e07d2f63abffae05d105bc68694c43,greek,edition_complete,source,two_verse,MRK,MRK 16:14,MRK 16:15,"[""mark_longer_ending""]",35
