locus_id,source_book_identifier,canonical_book,chapter,verse,kind,resolution_status,unresolved_fields,field_statuses
KQL_2SA_016_008_0010,2Sam,2SA,16,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_016_010_0011,2Sam,2SA,16,10,paired,partially_resolved,clause,clause=missing_primary_structure;phrase=resolved;sentence=resolved
KQL_2SA_016_012_0004,2Sam,2SA,16,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_016_018_0015,2Sam,2SA,16,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_017_012_0003,2Sam,2SA,17,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_003_0031,2Sam,2SA,18,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_012_0005,2Sam,2SA,18,12,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_013_0003,2Sam,2SA,18,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_017_0020,2Sam,2SA,18,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_018_0005,2Sam,2SA,18,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_018_020_0018,2Sam,2SA,18,20,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_019_019_0009,2Sam,2SA,19,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_019_032_0011,2Sam,2SA,19,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_020_005_0006,2Sam,2SA,20,5,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_020_008_0014,2Sam,2SA,20,8,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_020_014_0010,2Sam,2SA,20,14,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_020_023_0010,2Sam,2SA,20,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_020_025_0001,2Sam,2SA,20,25,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_004_0005,2Sam,2SA,21,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_009_0009,2Sam,2SA,21,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_009_0012,2Sam,2SA,21,9,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_009_0018,2Sam,2SA,21,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_012_0022,2Sam,2SA,21,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_012_0024,2Sam,2SA,21,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_021_016_0001,2Sam,2SA,21,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_022_008_0001,2Sam,2SA,22,8,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_022_015_0005,2Sam,2SA,22,15,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_022_023_0003,2Sam,2SA,22,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_022_033_0006,2Sam,2SA,22,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_022_034_0002,2Sam,2SA,22,34,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_023_008_0013,2Sam,2SA,23,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_023_009_0001,2Sam,2SA,23,9,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_023_009_0010,2Sam,2SA,23,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_023_018_0008,2Sam,2SA,23,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_023_020_0021,2Sam,2SA,23,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_024_014_0014,2Sam,2SA,24,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_024_016_0023,2Sam,2SA,24,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_2SA_024_022_0010,2Sam,2SA,24,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_AMO_008_008_0014,Amos,AMO,8,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_AMO_009_006_0003,Amos,AMO,9,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_004_0010,Dan,DAN,2,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_005_0004,Dan,DAN,2,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_010_0002,Dan,DAN,2,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_022_0008,Dan,DAN,2,22,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_026_0008,Dan,DAN,2,26,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_033_0005,Dan,DAN,2,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_033_0009,Dan,DAN,2,33,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_041_0005,Dan,DAN,2,41,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_041_0010,Dan,DAN,2,41,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_042_0003,Dan,DAN,2,42,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_042_0006,Dan,DAN,2,42,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_002_043_0001,Dan,DAN,2,43,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_003_0019,Dan,DAN,3,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_010_0018,Dan,DAN,3,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_012_0019,Dan,DAN,3,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_012_0023,Dan,DAN,3,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_018_0008,Dan,DAN,3,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_018_0011,Dan,DAN,3,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_021_0006,Dan,DAN,3,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_025_0018,Dan,DAN,3,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_026_0017,Dan,DAN,3,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_028_0023,Dan,DAN,3,28,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_003_032_0007,Dan,DAN,3,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_004_0006,Dan,DAN,4,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_013_0003,Dan,DAN,4,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_014_0014,Dan,DAN,4,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_014_0017,Dan,DAN,4,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_014_0026,Dan,DAN,4,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_015_0007,Dan,DAN,4,15,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_015_0022,Dan,DAN,4,15,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_016_0022,Dan,DAN,4,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_016_0025,Dan,DAN,4,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_016_0028,Dan,DAN,4,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_021_0005,Dan,DAN,4,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_021_0011,Dan,DAN,4,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_024_0005,Dan,DAN,4,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_024_0007,Dan,DAN,4,24,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_029_0016,Dan,DAN,4,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_031_0011,Dan,DAN,4,31,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_004_032_0011,Dan,DAN,4,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_007_0006,Dan,DAN,5,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_007_0025,Dan,DAN,5,7,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_008_0011,Dan,DAN,5,8,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_014_0002,Dan,DAN,5,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_016_0003,Dan,DAN,5,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_016_0022,Dan,DAN,5,16,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_018_0005,Dan,DAN,5,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_021_0026,Dan,DAN,5,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_021_0034,Dan,DAN,5,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_022_0001,Dan,DAN,5,22,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_023_0009,Dan,DAN,5,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_023_0011,Dan,DAN,5,23,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_023_0013,Dan,DAN,5,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_029_0007,Dan,DAN,5,29,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_005_030_0006,Dan,DAN,5,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_006_014_0016,Dan,DAN,6,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_006_023_0017,Dan,DAN,6,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_006_029_0008,Dan,DAN,6,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_005_0014,Dan,DAN,7,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_006_0014,Dan,DAN,7,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_007_0023,Dan,DAN,7,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_008_0009,Dan,DAN,7,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_008_0018,Dan,DAN,7,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_019_0011,Dan,DAN,7,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_019_0015,Dan,DAN,7,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_020_0009,Dan,DAN,7,20,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_020_0012,Dan,DAN,7,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_023_0006,Dan,DAN,7,23,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_007_025_0003,Dan,DAN,7,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_009_012_0003,Dan,DAN,9,12,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_009_024_0011,Dan,DAN,9,24,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_011_010_0001,Dan,DAN,11,10,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_011_010_0013,Dan,DAN,11,10,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_011_010_0016,Dan,DAN,11,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_011_012_0003,Dan,DAN,11,12,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DAN_011_018_0001,Dan,DAN,11,18,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_002_033_0008,Deut,DEU,2,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_005_010_0006,Deut,DEU,5,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_007_009_0014,Deut,DEU,7,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_008_002_0021,Deut,DEU,8,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_013_016_0006,Deut,DEU,13,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_015_0003,Deut,DEU,22,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_015_0009,Deut,DEU,22,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_016_0003,Deut,DEU,22,16,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_020_0009,Deut,DEU,22,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_021_0003,Deut,DEU,22,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_024_0013,Deut,DEU,22,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_025_0006,Deut,DEU,22,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_026_0001,Deut,DEU,22,26,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_026_0007,Deut,DEU,22,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_027_0005,Deut,DEU,22,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_022_029_0006,Deut,DEU,22,29,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_028_027_0005,Deut,DEU,28,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_028_030_0005,Deut,DEU,28,30,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_029_022_0019,Deut,DEU,29,22,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_033_002_0015,Deut,DEU,33,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_DEU_033_009_0011,Deut,DEU,33,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ECC_004_008_0015,Eccl,ECC,4,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ECC_004_017_0002,Eccl,ECC,4,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ECC_005_017_0019,Eccl,ECC,5,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ECC_006_010_0014,Eccl,ECC,6,10,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_ECC_010_003_0003,Eccl,ECC,10,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EST_003_004_0002,Esth,EST,3,4,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EST_004_007_0018,Esth,EST,4,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_008_001_0012,Esth,EST,8,1,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_008_007_0021,Esth,EST,8,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_008_013_0012,Esth,EST,8,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_009_015_0002,Esth,EST,9,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_009_018_0001,Esth,EST,9,18,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EST_009_019_0004,Esth,EST,9,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EST_009_027_0002,Esth,EST,9,27,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_004_002_0004,Exod,EXO,4,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_016_002_0001,Exod,EXO,16,2,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_021_008_0006,Exod,EXO,21,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_022_004_0009,Exod,EXO,22,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_022_026_0003,Exod,EXO,22,26,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_027_011_0008,Exod,EXO,27,11,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_028_028_0004,Exod,EXO,28,28,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_032_019_0014,Exod,EXO,32,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_037_008_0015,Exod,EXO,37,8,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_039_004_0007,Exod,EXO,39,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EXO_039_033_0013,Exod,EXO,39,33,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_001_008_0001,Ezek,EZK,1,8,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_003_015_0010,Ezek,EZK,3,15,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_004_006_0007,Ezek,EZK,4,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_006_003_0015,Ezek,EZK,6,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_007_021_0008,Ezek,EZK,7,21,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_008_006_0007,Ezek,EZK,8,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_009_004_0003,Ezek,EZK,9,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_009_005_0011,Ezek,EZK,9,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_009_011_0012,Ezek,EZK,9,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_012_014_0004,Ezek,EZK,12,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_016_020_0013,Ezek,EZK,16,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_016_025_0017,Ezek,EZK,16,25,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_016_051_0012,Ezek,EZK,16,51,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_016_053_0014,Ezek,EZK,16,53,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_016_059_0006,Ezek,EZK,16,59,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_017_021_0003,Ezek,EZK,17,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_018_020_0020,Ezek,EZK,18,20,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_018_021_0005,Ezek,EZK,18,21,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_018_024_0014,Ezek,EZK,18,24,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_018_028_0002,Ezek,EZK,18,28,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_021_028_0003,Ezek,EZK,21,28,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_022_018_0007,Ezek,EZK,22,18,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_023_016_0001,Ezek,EZK,23,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_025_007_0008,Ezek,EZK,25,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_025_009_0016,Ezek,EZK,25,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_027_003_0003,Ezek,EZK,27,3,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_027_015_0010,Ezek,EZK,27,15,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_028_003_0004,Ezek,EZK,28,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_029_007_0003,Ezek,EZK,29,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_031_005_0011,Ezek,EZK,31,5,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_032_031_0007,Ezek,EZK,32,31,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_032_032_0004,Ezek,EZK,32,32,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_EZK_033_013_0012,Ezek,EZK,33,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
